# voltage, voltageRMS, current, currentRMS
0.0,0.0,-0.004972921137000001,9.103760031846787e-05
399.5,0.5,0.012818613410000002,0.00015281111302027997
798.0,0.0,0.05264511349999999,6.878900220680644e-05
1197.1,0.3,0.11759724,0.0002623321307041877
1597.0,0.0,0.21098391760000004,0.000189837256612706
1998.0,0.0,0.3353000199,0.00021401663566061692
2397.1,0.3,0.4924931926,0.00012176477227440748
2794.0,0.0,0.6842804561,0.00016351320016403257
3195.0,0.0,0.9156862454000001,0.00023156802771289183
3595.0,0.0,1.1873771450000001,0.000284765258704415
3993.6,0.48989794855663565,1.501285679,0.0003874788532668212
4393.0,0.0,1.8616144330000002,0.0007552175665071804
4793.0,0.0,2.270786287,0.0005388161858379534
4991.7,0.45825756949558405,2.4941289840000005,0.0006326668096746863
4593.8,0.39999999999999997,2.064026794,0.00036454404925058024
4193.2,0.39999999999999997,1.6802426990000001,0.00035546836127712443
3793.3,0.45825756949558405,1.342870158,0.00019738055303400443
3394.9,0.3,1.0507864779999998,0.00014857056288509118
2994.9,0.3,0.7993369208000001,0.00022940807473574495
2596.0,0.0,0.5878398765,0.00019569360231304025
2197.0,0.0,0.4123485927,0.00028527159836270343
1797.0,0.0,0.27140165920000003,0.0003270931122722808
1397.0,0.0,0.1622681378,0.00015810580485852102
999.0,0.0,0.08338320364999999,0.00015931228019183013
598.0,0.0,0.0304621561,0.00016099737912141893
198.0,0.0,0.001884557609,0.00012787804307218015
100.0,0.0,-0.0017681202429999997,0.00010859189263565069
498.3,0.45825756949558394,0.021217919139999996,0.00015041113184746102
897.2,0.4,0.06751401068,0.00015181811026659307
1299.0,0.0,0.1399952957,0.00014151800598089512
1697.1,0.3,0.24061711199999997,0.00013246337540467797
2097.0,0.0,0.3730835798,0.0002359008295457167
2495.5,0.5,0.538757467,0.0001494514188236395
2896.0,0.0,0.7415950042,0.0003833818176525266
3295.1,0.3,0.9821953626000001,0.0001554676344183688
3694.0,0.0,1.2626380109999997,0.0003664640388483032
4093.9,0.3,1.588693548,0.000399413297345031
4493.6,0.4898979485566356,1.960267973,0.00045921568692827556
4892.3,0.45825756949558405,2.3797121089999997,0.0004760590798304622
4692.9,0.3,2.16432478,0.00018923682014874158
4292.2,0.39999999999999997,1.7690842229999997,0.00039852751174920175
3895.0,0.0,1.423054591,0.0003379977322246643
3496.0,0.0,1.1202514860000001,0.0003286848258499553
3093.0,0.0,0.8575007202,0.00024000228967317372
2694.5,0.5,0.6362245072000001,0.0002612629459930426
2297.0,0.0,0.45314837589999996,0.0001991345320603292
1896.2,0.4,0.30364150120000005,0.0002493606062503801
1498.0,0.0,0.18731130190000003,9.901315962784781e-05
1098.0,0.0,0.10064126290000001,0.00013916407137149115
698.5,0.5,0.04162180148,0.00011152380203256032
298.0,0.0,0.007199961714,0.00011486839736900948
