# voltage, voltageRMS, current, currentRMS
0.0,0.0,-0.004139864269,0.00010779111141198368
399.8,0.4,0.10279447929999999,0.00020675036775447437
799.2,0.4,0.4305977862,0.00037197182940400237
1197.0,0.0,1.0358204079999997,0.001029141467843981
1597.0,0.0,1.9813913550000002,0.0012726995480572072
1998.0,0.0,3.33637004,0.0029020799012673517
2397.3,0.45825756949558405,5.160313513,0.004158186520419901
2795.0,0.0,7.533644759,0.006121798294286525
3195.0,0.0,10.57211354,0.010841591580777677
3595.0,0.0,14.365549269999999,0.01352252417354495
3993.7,0.45825756949558405,19.00594142,0.016171145940891647
4393.0,0.0,24.6248771,0.030782225815980602
4793.0,0.0,31.396043600000002,0.039031576010353196
4993.0,0.0,35.33714908,0.05206141458004846
4593.8,0.39999999999999997,28.2042619,0.007711489557018796
4193.3,0.45825756949558405,22.068359679999997,0.007854530903217617
3793.2,0.39999999999999997,16.94178428,0.0034355451322318395
3394.8,0.39999999999999997,12.700483760000001,0.003935557434773275
2996.0,0.0,9.255366361,0.0024000532816937426
2596.0,0.0,6.4931178009999995,0.002506167558450225
2196.6,0.48989794855663565,4.342205796,0.001780568767631065
1797.0,0.0,2.7136195190000003,0.0012686502540609922
1397.0,0.0,1.530250932,0.0008242799936768818
999.0,0.0,0.7312974526,0.0004994473395714652
598.0,0.0,0.2477433236,0.0003124031172562763
198.0,0.0,0.02812399963,0.0001728970614089201
100.0,0.0,0.006380695911000001,0.00016877021736123234
498.3,0.45825756949558405,0.16951774579999998,0.000202358835533714
897.5,0.5,0.5770017996000001,0.00036651289475819537
1296.0,0.0,1.2873120660000001,0.0006203350437659038
1697.0,0.0,2.366484381,0.001026038303197839
2097.0,0.0,3.8702712519999998,0.0014601659619357882
2495.0,0.0,5.870974759,0.0017340995776680941
2896.0,0.0,8.466511604999999,0.0022583393151571363
3295.0,0.0,11.72406791,0.003846393249383387
3694.8,0.39999999999999997,15.75388327,0.0056230682331003005
4093.7,0.45825756949558405,20.66011019,0.007090806922974451
4492.0,0.0,26.519562209999997,0.02054990586744681
4892.0,0.0,33.52338663,0.024992298760661138
4694.0,0.0,29.980713510000005,0.007851695360169294
4292.0,0.0,23.56460835,0.004500743094924184
3893.0,0.0,18.18032053,0.007687848471197187
3495.6,0.48989794855663565,13.728240379999999,0.004164398075784805
3094.9,0.3,10.068290370000001,0.0033784534894093585
2695.6,0.48989794855663565,7.141892512999999,0.0030317700508912747
2297.0,0.0,4.84495396,0.0019467315614279427
1896.2,0.4,3.0828088809999996,0.0013911128166432343
1497.0,0.0,1.793991056,0.0009743847067581018
1098.0,0.0,0.9007560940000001,0.0005366338674889881
698.1,0.3,0.3424269942,0.0003534523147107285
300.0,0.0,0.062244462119999996,0.00023469280177145223
