# voltage, voltageRMS, current, currentRMS
1.0,0.0,-0.005981088903,5.983730107316297e-05
400.0,0.0,0.01548946806,0.00011108345130344293
799.0,0.0,0.06845644725,0.0001032561450227768
1198.0,0.0,0.1578309611,0.0001383962084910211
1598.0,0.0,0.2882098811,0.00022153098468992392
1997.3,0.45825756949558405,0.4636809099,0.00015697995795796652
2396.0,0.0,0.6884072471,0.00023869084499009792
2796.0,0.0,0.9694640035,0.0007395926135203482
3195.0,0.0,1.308368676,0.00018716442702612117
3594.2,0.39999999999999997,1.711657366,0.0003249441319427153
3994.0,0.0,2.184992385,0.0007279635917990558
4393.0,0.0,2.733832138,0.0019465625825274599
4793.0,0.0,3.362515107,0.00285143265505623
4993.0,0.0,3.704190175,0.0014210346037465736
4593.0,0.0,3.0389690160000002,0.00040798592231102435
4195.0,0.0,2.4579969939999997,0.000699255601996898
3794.0,0.0,1.948621168,0.00043239235587138263
3396.0,0.0,1.513748953,0.0004175468485582826
2995.0,0.0,1.1416350819999999,0.0002872459319398543
2596.0,0.0,0.8312178068,0.00038788238491370067
2195.1,0.3,0.5764475602999999,0.00023660642681931925
1797.1,0.3,0.3753328826000001,0.0002759753669355964
1397.0,0.0,0.2210344333,0.00020270819395083931
998.0,0.0,0.11032011819999998,0.0001276987825053946
599.0,0.0,0.03874257435,0.0002056648024464586
199.0,0.0,0.001275505449,0.00010551601622660559
99.1,0.30000000000000004,-0.003114462076,0.00012026975922904073
499.0,0.0,0.026528784849999997,0.0001501073944220425
899.0,0.0,0.08891135343,0.00010889746270118092
1298.8,0.4,0.18927169770000002,0.00013450014409363797
1697.0,0.0,0.331455043,0.00017414210781026412
2096.0,0.0,0.5202347147000002,0.00020065904774369615
2496.0,0.0,0.7597410662,0.0002384876468896127
2894.5,0.5,1.054216132,0.00032990730361116594
3295.0,0.0,1.4096997889999998,0.0004684038842804421
3695.0,0.0,1.829171851,0.00045979666341660263
4093.1,0.3,2.316534833,0.0006347678068247223
4493.0,0.0,2.87916359,0.0005122478021426585
4892.0,0.0,3.524596983,0.0010377115080219374
4693.0,0.0,3.195157247,0.0004288913088195963
4293.4,0.4898979485566356,2.5941671019999997,0.0004141735795242344
3893.3,0.45825756949558405,2.0687898569999996,0.000506956017264877
3495.2,0.39999999999999997,1.61718333,0.00037455617963131786
3094.1,0.3,1.2287020700000002,0.00042403896370498957
2696.8,0.39999999999999997,0.9047968408999999,0.0003464065060712659
2297.0,0.0,0.6365741109,0.00031298408332134097
1897.0,0.0,0.4217758831,0.00022670177031354054
1497.0,0.0,0.25534231799999996,0.00016761754175563417
1098.0,0.0,0.13447199250000003,0.0001286222897605654
697.0,0.0,0.05317104189999999,8.619108437115789e-05
299.0,0.0,0.007968645236,0.000155001390899615
